,id,new_spec,hydrogen,nitrogen,ammonia,iron,water,nickel,cobalt,magnesium silicate,iron silicate,aluminum,nickel-iron,platinum
187,bK08F07J,V,,,,,,,,1e-30,0,,,
188,bK08J00E,X,,,,88,,10,0.5,,,,,
189,bK08L02G,Sq,,,,,,,,1e-30,0,,,
190,bK08L02H,Xk,,,,88,,10,0.5,,,,,
191,bK08O10N,Cb,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
192,bK08P02G,Sq,,,,,,,,1e-30,0,,,
193,bK08P04W,Sq,,,,,,,,1e-30,0,,,
194,bK08R01H,D,,,,,2.3e-05,,,,,,,
195,bK08S00A,X,,,,88,,10,0.5,,,,,
196,bK08T03X,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
197,bK08U03L,S,,,,,,,,1e-30,0,,,
198,bK08U95D,S,,,,,,,,1e-30,0,,,
199,bK08W94Y,Sq,,,,,,,,1e-30,0,,,
200,bK09B00G,Sq,,,,,,,,1e-30,0,,,
201,bK09B02F,S,,,,,,,,1e-30,0,,,
202,bK09B02W,Sr,,,,,,,,1e-30,0,,,
203,bK09C00V,Sk,,,,,,,,1e-30,0,,,
204,bK09D04N,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
205,bK09D12C,Sq,,,,,,,,1e-30,0,,,
206,bK09D43A,Sq,,,,,,,,1e-30,0,,,
207,bK09F04X,Ld,,,,,,,,1e-30,0,,,
208,bK09F32S,Sq,,,,,,,,1e-30,0,,,
209,bK09H00C,Sr,,,,,,,,1e-30,0,,,
210,bK09H60E,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
211,bK09K01Y,Xe,,,,88,,10,0.5,,,,,
212,bK09O05S,Q,,,,,,,,,,,13.315,
213,bK09P00D,Sr,,,,,,,,1e-30,0,,,
214,bK09Q34E,Sq,,,,,,,,1e-30,0,,,
215,bK09R00H,X,,,,88,,10,0.5,,,,,
216,bK09R01T,Sq,,,,,,,,1e-30,0,,,
217,bK09S18J,X,,,,88,,10,0.5,,,,,
218,bK09T00P,S,,,,,,,,1e-30,0,,,
219,bK09U19Y,B,0.235,0.001,0.001,10,,,,,,,,
220,bK09U87Z,S,,,,,,,,1e-30,0,,,
221,bK09WA5M,S,,,,,,,,1e-30,0,,,
222,bK09WA6C,S,,,,,,,,1e-30,0,,,
223,bK09Y00F,S,,,,,,,,1e-30,0,,,
224,bK09Y00S,S,,,,,,,,1e-30,0,,,
225,bK10C44O,S,,,,,,,,1e-30,0,,,
226,bK10C55D,S,,,,,,,,1e-30,0,,,
227,bK10C55E,S,,,,,,,,1e-30,0,,,
228,bK10E11X,Sq,,,,,,,,1e-30,0,,,
229,bK10E44N,S,,,,,,,,1e-30,0,,,
230,bK10F00T,S,,,,,,,,1e-30,0,,,
231,bK10F09V,X,,,,88,,10,0.5,,,,,
232,bK10G35C,Sq,,,,,,,,1e-30,0,,,
233,bK10H00A,D,,,,,2.3e-05,,,,,,,
234,bK10J01K,S,,,,,,,,1e-30,0,,,
235,bK10J39T,S,,,,,,,,1e-30,0,,,
236,bK10K07V,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
237,bK10K37J,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
238,bK10P49Y,X,,,,88,,10,0.5,,,,,
239,bK10S00F,Sq,,,,,,,,1e-30,0,,,
240,bK10S00J,S,,,,,,,,1e-30,0,,,
241,bK10S11X,Sq,,,,,,,,1e-30,0,,,
242,bK10T00E,V,,,,,,,,1e-30,0,,,
243,bK10T19K,Sl,,,,,,,,1e-30,0,,,
244,bK10U00P,Sq,,,,,,,,1e-30,0,,,
245,bK10V01B,Xc,,,,88,,10,0.5,,,,,0.005
246,bK10V11Z,V,,,,,,,,1e-30,0,,,
247,bK10W00B,V,,,,,,,,1e-30,0,,,
248,bK10W07R,V,,,,,,,,1e-30,0,,,
249,bK10W08U,Sq,,,,,,,,1e-30,0,,,
250,bK10W09A,L,,,,,,,,1e-30,0,7,,
251,bK10X03F,Sq,,,,,,,,1e-30,0,,,
252,bK11A03B,Ld,,,,,,,,1e-30,0,,,
253,bK11A04U,Xk,,,,88,,10,0.5,,,,,
254,bK11A23A,S,,,,,,,,1e-30,0,,,
255,bK11A24M,V,,,,,,,,1e-30,0,,,
256,bK11A37A,S,,,,,,,,1e-30,0,,,
257,bK11A37B,Xk,,,,88,,10,0.5,,,,,
258,bK11B40P,Sq,,,,,,,,1e-30,0,,,
259,bK11C02G,U,,,,,,,,,,,,
260,bK11C07Y,X,,,,88,,10,0.5,,,,,
261,bK11C14O,Xk,,,,88,,10,0.5,,,,,
262,bK11C22E,S,,,,,,,,1e-30,0,,,
263,bK11D00R,Sq,,,,,,,,1e-30,0,,,
264,bK11D00V,S,,,,,,,,1e-30,0,,,
265,bK11D09T,Q,,,,,,,,,,,13.315,
266,bK11E00K,Sq,,,,,,,,1e-30,0,,,
267,bK11E04S,S,,,,,,,,1e-30,0,,,
268,bK11E04X,Sa,,,,,,,,5e-31,0,,,
269,bK11E41E,O,,,,,,,,,,,2.965,1.25
270,bK11F09S,S,,,,,,,,1e-30,0,,,
271,bK11F29Q,Sq,,,,,,,,1e-30,0,,,
272,bK11G59R,Q,,,,,,,,,,,13.315,
273,bK11G60D,Sr,,,,,,,,1e-30,0,,,
274,bK11H05N,T,,,,6,,,,,,,,
275,bK11H05O,S,,,,,,,,1e-30,0,,,
276,bK11H24O,V,,,,,,,,1e-30,0,,,
277,bK11H24P,S,,,,,,,,1e-30,0,,,
278,bK11L02Z,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
279,bK11M01W,Sq,,,,,,,,1e-30,0,,,
280,bK11M03Q,Ld,,,,,,,,1e-30,0,,,
281,bK11O57B,S,,,,,,,,1e-30,0,,,
282,bK11SI9H,S,,,,,,,,1e-30,0,,,
283,bK11U10K,S,,,,,,,,1e-30,0,,,
284,bK11U63P,X,,,,88,,10,0.5,,,,,
285,bK11U63V,V,,,,,,,,1e-30,0,,,
286,bK11UR5X,X,,,,88,,10,0.5,,,,,
287,bK11UT2C,Sq,,,,,,,,1e-30,0,,,
288,bK11W02U,Q,,,,,,,,,,,13.315,
289,bK11Y10P,S,,,,,,,,1e-30,0,,,
290,bK11Y62T,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
291,bK11Y74U,S,,,,,,,,1e-30,0,,,
292,bK12B01N,S,,,,,,,,1e-30,0,,,
293,bK12B13V,S,,,,,,,,1e-30,0,,,
294,bK12B14B,Sq,,,,,,,,1e-30,0,,,
295,bK12B35A,Sk,,,,,,,,1e-30,0,,,
296,bK12C46P,X,,,,88,,10,0.5,,,,,
297,bK12D04K,S,,,,,,,,1e-30,0,,,
298,bK12D30S,Sq,,,,,,,,1e-30,0,,,
299,bK12D32Y,S,,,,,,,,1e-30,0,,,
300,bK12D60T,Xk,,,,88,,10,0.5,,,,,
301,bK12E00C,X,,,,88,,10,0.5,,,,,
302,bK12F23V,X,,,,88,,10,0.5,,,,,
303,bK12F35X,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
304,bK12G05A,S,,,,,,,,1e-30,0,,,
305,bK12G11V,S,,,,,,,,1e-30,0,,,
306,bK12H00M,O,,,,,,,,,,,2.965,1.25
307,bK12H02B,S,,,,,,,,1e-30,0,,,
308,bK12H25C,S,,,,,,,,1e-30,0,,,
309,bK12H31H,Sr,,,,,,,,1e-30,0,,,
310,bK12H31K,Xk,,,,88,,10,0.5,,,,,
311,bK12K04B,Sq,,,,,,,,1e-30,0,,,
312,bK12L04F,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
313,bK12M07D,Sq,,,,,,,,1e-30,0,,,
314,bK12P20B,S,,,,,,,,1e-30,0,,,
315,bK12TN1P,Sq,,,,,,,,1e-30,0,,,
316,bK12U34E,S,,,,,,,,1e-30,0,,,
317,bK12U68U,Sk,,,,,,,,1e-30,0,,,
318,bK12U68W,Sq,,,,,,,,1e-30,0,,,
319,bK12U68X,V,,,,,,,,1e-30,0,,,
320,bK12U68Y,Sq,,,,,,,,1e-30,0,,,
321,bK12UD6X,Cb,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
322,bK12UH1K,O,,,,,,,,,,,2.965,1.25
323,bK12V05K,Sl,,,,,,,,1e-30,0,,,
324,bK12V06M,S,,,,,,,,1e-30,0,,,
325,bK12W00H,X,,,,88,,10,0.5,,,,,
326,bK12X55F,X,,,,88,,10,0.5,,,,,
327,bK12XD2Z,Sq,,,,,,,,1e-30,0,,,
328,bK12Y07D,S,,,,,,,,1e-30,0,,,
329,bK13A27T,Xk,,,,88,,10,0.5,,,,,
330,bK13A53G,V,,,,,,,,1e-30,0,,,
331,bK13C87W,X,,,,88,,10,0.5,,,,,
332,bK13D00B,Sq,,,,,,,,1e-30,0,,,
333,bK13E89M,Sq,,,,,,,,1e-30,0,,,
334,bK13G03N,X,,,,88,,10,0.5,,,,,
335,bK13H00O,Sq,,,,,,,,1e-30,0,,,
336,bK13H11O,S,,,,,,,,1e-30,0,,,
337,bK13H11P,S,,,,,,,,1e-30,0,,,
338,bK13J07O,Q,,,,,,,,,,,13.315,
339,bK13P07A,S,,,,,,,,1e-30,0,,,
340,bK13P38Y,Q,,,,,,,,,,,13.315,
341,bK13P39A,Sq,,,,,,,,1e-30,0,,,
342,bK13Q10M,L,,,,,,,,1e-30,0,7,,
343,bK13R09V,Sq,,,,,,,,1e-30,0,,,
344,bK13S20B,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
345,bK13S20M,S,,,,,,,,1e-30,0,,,
346,bK13U01S,Sr,,,,,,,,1e-30,0,,,
347,bK13U03B,S,,,,,,,,1e-30,0,,,
348,bK13U09M,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
349,bK13V13M,S,,,,,,,,1e-30,0,,,
350,bK13W44A,Xe,,,,88,,10,0.5,,,,,
351,bK13X20Y,S,,,,,,,,1e-30,0,,,
352,bK13X22A,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
353,bK13Y00G,Sq,,,,,,,,1e-30,0,,,
354,bK13Y02M,L,,,,,,,,1e-30,0,7,,
355,bK13Y02R,Sk,,,,,,,,1e-30,0,,,
356,bK14A05G,Sl,,,,,,,,1e-30,0,,,
357,bK14B32T,Sq,,,,,,,,1e-30,0,,,
358,bK14C13H,Q,,,,,,,,,,,13.315,
359,bK14C13S,X,,,,88,,10,0.5,,,,,
360,bK14D00Q,S,,,,,,,,1e-30,0,,,
361,bK14D23F,T,,,,6,,,,,,,,
362,bK14DB0V,V,,,,,,,,1e-30,0,,,
363,bK14DB2D,Sq,,,,,,,,1e-30,0,,,
364,bK14F37R,Sq,,,,,,,,1e-30,0,,,
365,bK14F38K,X,,,,88,,10,0.5,,,,,
366,bK14F43Z,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
367,bK14F44A,Sq,,,,,,,,1e-30,0,,,
368,bK14F47P,S,,,,,,,,1e-30,0,,,
369,bK14G01J,S,,,,,,,,1e-30,0,,,
370,bK14G34D,V,,,,,,,,1e-30,0,,,
371,bK14H02O,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
372,bK14HC3H,V,,,,,,,,1e-30,0,,,
373,bK14J54V,Sr,,,,,,,,1e-30,0,,,
374,bK14J54X,U,,,,,,,,,,,,
375,bK14J55J,Sq,,,,,,,,1e-30,0,,,
376,bK14K39F,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
377,bK14L21K,S,,,,,,,,1e-30,0,,,
378,bK14L26L,T,,,,6,,,,,,,,
379,bK14M00P,S,,,,,,,,1e-30,0,,,
380,bK14M06A,O,,,,,,,,,,,2.965,1.25
381,bK14M17Z,Sr,,,,,,,,1e-30,0,,,
382,bK14N52L,Sq,,,,,,,,1e-30,0,,,
383,bK14N64Z,B,0.235,0.001,0.001,10,,,,,,,,
384,bK14O03V,S,,,,,,,,1e-30,0,,,
385,bK14O04C,Sq,,,,,,,,1e-30,0,,,
386,bK14Q33H,V,,,,,,,,1e-30,0,,,
387,bK14Q33J,S,,,,,,,,1e-30,0,,,
388,bK14S01L,Xc,,,,88,,10,0.5,,,,,0.005
389,bK14S01U,Sq,,,,,,,,1e-30,0,,,
390,bK14SE3T,Sr,,,,,,,,1e-30,0,,,
391,bK14SQ2J,S,,,,,,,,1e-30,0,,,
392,bK14SU4D,Sa,,,,,,,,5e-31,0,,,
393,bK14T00U,S,,,,,,,,1e-30,0,,,
394,bK14U00Y,Sl,,,,,,,,1e-30,0,,,
395,bK14U07X,L,,,,,,,,1e-30,0,7,,
396,bK14U34V,Sq,,,,,,,,1e-30,0,,,
397,bK14UB4N,Sq,,,,,,,,1e-30,0,,,
398,bK14V02G,Cb,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
399,bK14W05C,X,,,,88,,10,0.5,,,,,
400,bK14WK1F,Sq,,,,,,,,1e-30,0,,,
401,bK14WK2W,U,,,,,,,,,,,,
402,bK14Y00D,S,,,,,,,,1e-30,0,,,
403,bK14Y00F,Sq,,,,,,,,1e-30,0,,,
404,bK14Y00N,X,,,,88,,10,0.5,,,,,
405,bK14Y34T,Q,,,,,,,,,,,13.315,
406,bK15A44D,Sl,,,,,,,,1e-30,0,,,
407,bK15B92G,A,,,,,,,,,,,,
408,bK15Bp0M,Q,,,,,,,,,,,13.315,
409,bK15DK0K,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
410,bK15DL5J,U,,,,,,,,,,,,
411,bK15E07F,Sq,,,,,,,,1e-30,0,,,
412,bK15E07O,Sq,,,,,,,,1e-30,0,,,
413,bK15E07Q,S,,,,,,,,1e-30,0,,,
414,bK15F33N,Sq,,,,,,,,1e-30,0,,,
415,bK15F36G,O,,,,,,,,,,,2.965,1.25
416,bK15FS4X,S,,,,,,,,1e-30,0,,,
417,bK15FY1A,S,,,,,,,,1e-30,0,,,
418,bK15HI2Q,Sa,,,,,,,,5e-31,0,,,
419,bK15J03D,Ch,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
420,bK15K00J,Sa,,,,,,,,5e-31,0,,,
421,bK15K19F,S,,,,,,,,1e-30,0,,,
422,bK15KC0R,Xc,,,,88,,10,0.5,,,,,0.005
423,bK15KC1T,S,,,,,,,,1e-30,0,,,
424,bK15KF4U,S,,,,,,,,1e-30,0,,,
425,bK15L00J,L,,,,,,,,1e-30,0,7,,
426,bK15L21E,S,,,,,,,,1e-30,0,,,
427,bK15L24V,Q,,,,,,,,,,,13.315,
428,bK15M00C,Sl,,,,,,,,1e-30,0,,,
429,bK15M54B,S,,,,,,,,1e-30,0,,,
430,bK15N13G,O,,,,,,,,,,,2.965,1.25
431,bK15N14A,Sq,,,,,,,,1e-30,0,,,
432,bK15O00V,Sq,,,,,,,,1e-30,0,,,
433,bK15P57L,V,,,,,,,,1e-30,0,,,
434,bK15R01T,Sr,,,,,,,,1e-30,0,,,
435,bK15R35N,Sq,,,,,,,,1e-30,0,,,
436,bK15R36F,X,,,,88,,10,0.5,,,,,
437,bK15R82T,Sr,,,,,,,,1e-30,0,,,
438,bK15R83W,Sq,,,,,,,,1e-30,0,,,
439,bK15S02Z,S,,,,,,,,1e-30,0,,,
440,bK15T01J,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
441,bK15T24Z,Sq,,,,,,,,1e-30,0,,,
442,bK15TE3M,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
443,bK15TE4G,S,,,,,,,,1e-30,0,,,
444,bK15U51G,X,,,,88,,10,0.5,,,,,
445,bK15V00E,Sa,,,,,,,,5e-31,0,,,
446,bK15V00V,Xk,,,,88,,10,0.5,,,,,
447,bK15VA5E,V,,,,,,,,1e-30,0,,,
448,bK15VA5O,S,,,,,,,,1e-30,0,,,
449,bK15X00C,S,,,,,,,,1e-30,0,,,
450,bK15X55K,S,,,,,,,,1e-30,0,,,
451,bK15XC8P,S,,,,,,,,1e-30,0,,,
452,bK15XC8X,Q,,,,,,,,,,,13.315,
453,bK15XZ2A,S,,,,,,,,1e-30,0,,,
454,bK15XZ2C,S,,,,,,,,1e-30,0,,,
455,bK15Xb9A,Sq,,,,,,,,1e-30,0,,,
456,bK15Y00K,X,,,,88,,10,0.5,,,,,
457,bK15Y00T,Sr,,,,,,,,1e-30,0,,,
458,bK15Y01A,Q,,,,,,,,,,,13.315,
